Code,Description,Level
G01.06.019,Hubstaffeltor,4
G01.06.019.001,Tor,5
G01.06.019.002,Blende,5
G01.06.019.003,Dichtung,5
G01.06.019.004,Schallschutz,5
G01.06.019.005,Oberflächenbehandlung,5
G01.06.019.006,Einbauten,5
G01.06.019.007,Nebentür,5
G01.06.019.008,Mechanisches Verschlusssystem,5
G01.06.019.009,Elektrisches Verschlusssystem,5
G01.06.019.010,Innere Beplankung,5
G01.06.020,Brandschutz-Hubtor,4
G01.06.020.001,Tor,5
G01.06.020.002,Blende,5
G01.06.020.003,Dichtung,5
G01.06.020.004,Schallschutz,5
G01.06.020.005,Oberflächenbehandlung,5
G01.06.020.006,Einbauten,5
G01.06.020.007,Nebentür,5
G01.06.020.008,Mechanisches Verschlusssystem,5
G01.06.020.009,Elektrisches Verschlusssystem,5
G01.06.020.010,Innere Beplankung,5
G01.06.021,Brandschutz-Hubstaffeltor,4
G01.06.021.001,Tor,5
G01.06.021.002,Blende,5
G01.06.021.003,Dichtung,5
G01.06.021.004,Schallschutz,5
G01.06.021.005,Oberflächenbehandlung,5
G01.06.021.006,Einbauten,5
G01.06.021.007,Nebentür,5
G01.06.021.008,Mechanisches Verschlusssystem,5
G01.06.021.009,Elektrisches Verschlusssystem,5
G01.06.021.010,Innere Beplankung,5
G01.06.022,Scherengitter,4
G01.06.022.001,Tor,5
G01.06.022.002,Blende,5
G01.06.022.003,Dichtung,5
G01.06.022.004,Schallschutz,5
G01.06.022.005,Oberflächenbehandlung,5
G01.06.022.006,Einbauten,5
G01.06.022.007,Nebentür,5
G01.06.022.008,Mechanisches Verschlusssystem,5
G01.06.022.009,Elektrisches Verschlusssystem,5
G01.06.022.010,Innere Beplankung,5
G01.06.023,Streifenvorhang,4
G01.06.023.008,Mechanisches Verschlusssystem,5
G01.06.023.009,Elektrisches Verschlusssystem,5
G02,Bodenbelag,2
G02.01,Unterkonstruktion zu Bodenbelag,3
G02.01.000,Unterkonstruktion zu Bodenbelag,4
G02.01.000.000,Unterkonstruktion zu Bodenbelag,5
G02.01.000.001,Tragschicht,5
G02.01.000.002,Dampfbremse,5
G02.01.000.003,Randstreifen,5
G02.01.000.004,Schalung,5
G02.01.000.005,Abdichtung,5
G02.01.000.006,Ausgleichsschicht,5
G02.01.000.007,Trenn- und Gleitschicht,5
G02.01.000.008,Dämmung,5
G02.01.000.009,Bewehrung,5
G02.01.000.010,Beschleuniger,5
G02.01.000.011,Beschichtung,5
G02.01.000.012,Oberflächenbehandlung,5
G02.01.000.013,Abschottung,5
G02.01.001,Schwimmender Estrich ohne Bodenheizung,4
G02.01.001.001,Tragschicht,5
G02.01.001.002,Dampfbremse,5
G02.01.001.003,Randstreifen,5
G02.01.001.004,Schalung,5
G02.01.001.005,Abdichtung,5
G02.01.001.006,Ausgleichsschicht,5
G02.01.001.007,Trenn- und Gleitschicht,5
G02.01.001.008,Dämmung,5
G02.01.001.009,Bewehrung,5
G02.01.001.010,Beschleuniger,5
G02.01.001.011,Beschichtung,5
G02.01.001.012,Oberflächenbehandlung,5
G02.01.002,Schwimmender Estrich mit Bodenheizung,4
G02.01.002.001,Tragschicht,5
G02.01.002.002,Dampfbremse,5
G02.01.002.003,Randstreifen,5
G02.01.002.004,Schalung,5
G02.01.002.005,Abdichtung,5
G02.01.002.006,Ausgleichsschicht,5
G02.01.002.007,Trenn- und Gleitschicht,5
G02.01.002.008,Dämmung,5
G02.01.002.009,Bewehrung,5
G02.01.002.010,Beschleuniger,5
G02.01.002.011,Beschichtung,5
G02.01.002.012,Oberflächenbehandlung,5
G02.01.003,Verbundestrich,4
G02.01.003.001,Tragschicht,5
G02.01.003.002,Dampfbremse,5
G02.01.003.003,Randstreifen,5
G02.01.003.004,Schalung,5
G02.01.003.010,Beschleuniger,5
G02.01.003.011,Beschichtung,5
G02.01.003.012,Oberflächenbehandlung,5
G02.01.004,Doppelboden,4
G02.01.004.001,Tragschicht,5
G02.01.004.005,Abdichtung,5
G02.01.004.006,Ausgleichsschicht,5
G02.01.004.011,Beschichtung,5
G02.01.004.012,Oberflächenbehandlung,5
G02.01.004.013,Abschottung,5
G02.01.005,Verbunddoppelboden,4
G02.01.005.001,Tragschicht,5
G02.01.005.005,Abdichtung,5
G02.01.005.006,Ausgleichsschicht,5
G02.01.005.011,Beschichtung,5
G02.01.005.012,Oberflächenbehandlung,5
G02.01.005.013,Abschottung,5
G02.01.006,Hohlraumboden,4
G02.01.006.001,Tragschicht,5
G02.01.006.005,Abdichtung,5
G02.01.006.006,Ausgleichsschicht,5
G02.01.006.007,Trenn- und Gleitschicht,5
G02.01.006.011,Beschichtung,5
G02.01.006.012,Oberflächenbehandlung,5
G02.01.007,Schüttung,4
G02.01.007.001,Tragschicht,5
G02.01.007.005,Abdichtung,5
G02.01.007.006,Ausgleichsschicht,5
G02.01.007.012,Oberflächenbehandlung,5
G02.01.008,Trennlage,4
G02.01.008.001,Tragschicht,5
G02.01.008.005,Abdichtung,5
G02.01.008.006,Ausgleichsschicht,5
G02.01.008.012,Oberflächenbehandlung,5
G02.01.009,Bodenlager,4
G02.01.009.001,Tragschicht,5
G02.01.009.005,Abdichtung,5
G02.01.009.006,Ausgleichsschicht,5
G02.01.009.012,Oberflächenbehandlung,5
G02.01.010,Blindboden,4
G02.01.010.001,Tragschicht,5
G02.01.010.005,Abdichtung,5
G02.01.010.006,Ausgleichsschicht,5
G02.01.010.012,Oberflächenbehandlung,5
G02.01.011,Estrich aus Trockenbauplatten,4
G02.01.011.001,Tragschicht,5
G02.01.011.005,Abdichtung,5
G02.01.011.006,Ausgleichsschicht,5
G02.01.011.012,Oberflächenbehandlung,5
G02.02,Bodenbelag,3
G02.02.000,Bodenbelag,4
G02.02.000.000,Bodenbelag,5
G02.02.000.001,Belag,5
G02.02.000.002,Ausgleichsschicht,5
G02.02.000.003,Dämmlage,5
G02.02.000.004,Trennlage,5
G02.02.000.005,Lastverteilplatte,5
G02.02.000.006,Beschichtung,5
G02.02.000.007,Spachtelung,5
G02.02.000.008,Sockel,5
G02.02.000.009,Fuge,5
G02.02.000.010,Abdichtung,5
G02.02.000.011,Oberflächenbehandlung,5
G02.02.000.012,Dünnbett,5
G02.02.000.013,Dickbett,5
G02.02.001,Elastischer Bodenbelag aus Linoleum,4
G02.02.001.001,Belag,5
G02.02.001.006,Beschichtung,5
G02.02.001.007,Spachtelung,5
G02.02.001.008,Sockel,5
G02.02.001.009,Fuge,5
G02.02.001.010,Abdichtung,5
G02.02.001.011,Oberflächenbehandlung,5
G02.02.002,Elastischer Bodenbelag aus Kunststoff,4
G02.02.002.001,Belag,5
G02.02.002.006,Beschichtung,5
G02.02.002.007,Spachtelung,5
G02.02.002.008,Sockel,5
G02.02.002.009,Fuge,5
G02.02.002.010,Abdichtung,5
G02.02.002.011,Oberflächenbehandlung,5
G02.02.003,Elastischer Bodenbelag aus Kork,4
G02.02.003.001,Belag,5
G02.02.003.006,Beschichtung,5
G02.02.003.007,Spachtelung,5
G02.02.003.008,Sockel,5
G02.02.003.009,Fuge,5
G02.02.003.010,Abdichtung,5
G02.02.003.011,Oberflächenbehandlung,5
G02.02.004,Elastischer Bodenbelag aus Gummi,4
G02.02.004.001,Belag,5
G02.02.004.006,Beschichtung,5
G02.02.004.007,Spachtelung,5
G02.02.004.008,Sockel,5
G02.02.004.009,Fuge,5
G02.02.004.010,Abdichtung,5
G02.02.004.011,Oberflächenbehandlung,5
G02.02.005,Textiler Bodenbelag,4
G02.02.005.001,Belag,5
G02.02.005.007,Spachtelung,5
G02.02.005.008,Sockel,5
G02.02.005.009,Fuge,5
G02.02.006,Bodenbelag aus Naturstein,4
G02.02.006.001,Belag,5
G02.02.006.007,Spachtelung,5
G02.02.006.008,Sockel,5
G02.02.006.009,Fuge,5
G02.02.006.011,Oberflächenbehandlung,5
G02.02.006.012,Dünnbett,5
G02.02.006.013,Dickbett,5
G02.02.007,Bodenbelag aus Kunststein,4
G02.02.007.001,Belag,5
G02.02.007.007,Spachtelung,5
G02.02.007.008,Sockel,5
G02.02.007.009,Fuge,5
G02.02.007.011,Oberflächenbehandlung,5
G02.02.007.012,Dünnbett,5
G02.02.007.013,Dickbett,5
G02.02.008,Plattenbelag,4
G02.02.008.001,Belag,5
G02.02.008.007,Spachtelung,5
G02.02.008.008,Sockel,5
G02.02.008.009,Fuge,5
G02.02.008.010,Abdichtung,5
G02.02.008.011,Oberflächenbehandlung,5
G02.02.008.012,Dünnbett,5
G02.02.008.013,Dickbett,5
G02.02.009,Bodenbelag aus Holz und Holzwerkstoffen,4
G02.02.009.001,Belag,5
G02.02.009.006,Beschichtung,5
G02.02.009.007,Spachtelung,5
G02.02.009.008,Sockel,5
G02.02.009.009,Fuge,5
G02.02.009.010,Abdichtung,5
G02.02.009.011,Oberflächenbehandlung,5
G02.02.010,Schmutzschleuse,4
G02.02.010.001,Belag,5
G02.02.010.006,Beschichtung,5
G02.02.010.007,Spachtelung,5
G02.02.010.010,Abdichtung,5
G02.02.011,Gussasphalt,4
G02.02.011.001,Belag,5
G02.02.011.002,Ausgleichsschicht,5
G02.02.011.003,Dämmlage,5
G02.02.011.004,Trennlage,5
G02.02.011.005,Lastverteilplatte,5
G02.02.011.006,Beschichtung,5
G02.02.011.007,Spachtelung,5
G02.02.011.009,Fuge,5
G02.02.011.010,Abdichtung,5
G02.02.011.011,Oberflächenbehandlung,5
G02.02.012,Nicht tragende Bodenplatte,4
G02.02.013,Kiesschüttung,4
G02.02.014,Beton,4
G02.02.014.002,Ausgleichsschicht,5
G02.02.014.003,Dämmlage,5
G02.02.014.004,Trennlage,5
G02.02.014.005,Lastverteilplatte,5
G02.02.015,Asphalt,4
G02.02.015.002,Ausgleichsschicht,5
G02.02.015.003,Dämmlage,5
G02.02.015.004,Trennlage,5
G02.02.015.005,Lastverteilplatte,5
G03,Wandbekleidung,2
G03.01,Unterkonstruktion zu Wandbekleidung,3
G03.01.000,Unterkonstruktion zu Wandbekleidung,4
G03.01.000.000,Unterkonstruktion zu Wandbekleidung,5
G03.01.000.001,Tragschicht,5
G03.01.000.002,Abdichtung,5
G03.01.000.003,Beschichtung,5
G03.01.000.004,Oberflächenbehandlung,5
G03.01.000.005,Dämmung,5
G03.01.000.006,Befestigung,5
G03.01.001,Grundputz,4
G03.01.001.001,Tragschicht,5
G03.01.001.002,Abdichtung,5
G03.01.001.003,Beschichtung,5
G03.01.002,Unterkonstruktion aus Holz oder Holzwerkstoffen,4
G03.01.002.001,Tragschicht,5
G03.01.002.002,Abdichtung,5
G03.01.002.003,Beschichtung,5
G03.01.002.004,Oberflächenbehandlung,5
G03.01.002.005,Dämmung,5
G03.01.002.006,Befestigung,5
G03.01.003,Unterkonstruktion aus Gipsbauplatten,4
G03.01.003.001,Tragschicht,5
G03.01.003.002,Abdichtung,5
G03.01.003.003,Beschichtung,5
G03.01.003.004,Oberflächenbehandlung,5
G03.01.003.005,Dämmung,5
G03.01.003.006,Befestigung,5
G03.01.004,Unterkonstruktion aus Metall,4
G03.01.004.001,Tragschicht,5
G03.01.004.002,Abdichtung,5
G03.01.004.003,Beschichtung,5
G03.01.004.004,Oberflächenbehandlung,5
G03.01.004.005,Dämmung,5
G03.01.004.006,Befestigung,5
G03.01.005,Unterkonstruktion aus Dämmplatten,4
G03.01.005.001,Tragschicht,5
G03.01.005.002,Abdichtung,5
G03.01.005.003,Beschichtung,5
G03.01.005.004,Oberflächenbehandlung,5
G03.01.005.005,Dämmung,5
G03.01.005.006,Befestigung,5
G03.01.006,Unterkonstruktion für Vorsatzschalen,4
G03.01.006.001,Tragschicht,5
G03.01.006.002,Abdichtung,5
G03.01.006.003,Beschichtung,5
G03.01.006.004,Oberflächenbehandlung,5
G03.01.006.005,Dämmung,5
G03.01.006.006,Befestigung,5
G03.02,Wandbekleidung,3
G03.02.000,Wandbekleidung,4
G03.02.000.000,Wandbekleidung,5
G03.02.000.001,Wandbekleidung,5
G03.02.000.002,Abdichtung,5
G03.02.000.003,Grundbeschichtung,5
G03.02.000.004,Trennschicht,5
G03.02.000.005,Anschluss,5
G03.02.000.006,Fugendichtung,5
G03.02.000.007,Befestigung,5
G03.02.000.008,Oberflächenbehandlung,5
G03.02.001,Weissputz,4
G03.02.001.001,Wandbekleidung,5
G03.02.001.002,Abdichtung,5
G03.02.001.003,Grundbeschichtung,5
G03.02.001.004,Trennschicht,5
G03.02.001.005,Anschluss,5
G03.02.001.006,Fugendichtung,5
G03.02.001.008,Oberflächenbehandlung,5
G03.02.002,Mineralischer Deckputz,4
G03.02.002.001,Wandbekleidung,5
G03.02.002.002,Abdichtung,5
G03.02.002.003,Grundbeschichtung,5
G03.02.002.004,Trennschicht,5
G03.02.002.005,Anschluss,5
G03.02.002.006,Fugendichtung,5
G03.02.002.008,Oberflächenbehandlung,5
G03.02.003,Kunststoff-Deckputz,4
G03.02.003.001,Wandbekleidung,5
G03.02.003.002,Abdichtung,5
G03.02.003.003,Grundbeschichtung,5
G03.02.003.004,Trennschicht,5
G03.02.003.005,Anschluss,5
G03.02.003.006,Fugendichtung,5
G03.02.003.008,Oberflächenbehandlung,5
G03.02.004,Silicatdeckputz,4
G03.02.004.001,Wandbekleidung,5
G03.02.004.002,Abdichtung,5
G03.02.004.003,Grundbeschichtung,5
G03.02.004.004,Trennschicht,5
G03.02.004.005,Anschluss,5
G03.02.004.006,Fugendichtung,5
G03.02.004.008,Oberflächenbehandlung,5
G03.02.005,Spachtelung,4
G03.02.005.001,Wandbekleidung,5
G03.02.005.002,Abdichtung,5
G03.02.005.003,Grundbeschichtung,5
G03.02.005.005,Anschluss,5
G03.02.005.006,Fugendichtung,5
G03.02.005.008,Oberflächenbehandlung,5
G03.02.006,Tapete,4
G03.02.006.001,Wandbekleidung,5
G03.02.006.002,Abdichtung,5
G03.02.006.003,Grundbeschichtung,5
G03.02.006.005,Anschluss,5
G03.02.006.008,Oberflächenbehandlung,5
G03.02.007,Beschichtung,4
G03.02.007.001,Wandbekleidung,5
G03.02.007.002,Abdichtung,5
G03.02.007.003,Grundbeschichtung,5
G03.02.007.004,Trennschicht,5
G03.02.007.005,Anschluss,5
G03.02.007.006,Fugendichtung,5
G03.02.007.008,Oberflächenbehandlung,5
G03.02.008,Plattenbelag,4
G03.02.008.001,Wandbekleidung,5
G03.02.008.002,Abdichtung,5
G03.02.008.003,Grundbeschichtung,5
G03.02.008.005,Anschluss,5
G03.02.008.006,Fugendichtung,5
G03.02.008.008,Oberflächenbehandlung,5
G03.02.009,Holz oder Holzwerkstoffe,4
G03.02.009.001,Wandbekleidung,5
G03.02.009.002,Abdichtung,5
G03.02.009.003,Grundbeschichtung,5
G03.02.009.005,Anschluss,5
G03.02.009.006,Fugendichtung,5
G03.02.009.007,Befestigung,5
G03.02.009.008,Oberflächenbehandlung,5
G03.02.010,Metall,4
G03.02.010.001,Wandbekleidung,5
G03.02.010.002,Abdichtung,5
G03.02.010.003,Grundbeschichtung,5
G03.02.010.005,Anschluss,5
G03.02.010.006,Fugendichtung,5
G03.02.010.007,Befestigung,5
G03.02.010.008,Oberflächenbehandlung,5
G03.02.011,Kunststoff,4
G03.02.011.001,Wandbekleidung,5
G03.02.011.002,Abdichtung,5
G03.02.011.003,Grundbeschichtung,5
G03.02.011.005,Anschluss,5
G03.02.011.006,Fugendichtung,5
G03.02.011.007,Befestigung,5
G03.02.011.008,Oberflächenbehandlung,5
G03.02.012,Naturstein,4
G03.02.012.001,Wandbekleidung,5
G03.02.012.002,Abdichtung,5
G03.02.012.003,Grundbeschichtung,5
G03.02.012.004,Trennschicht,5
G03.02.012.005,Anschluss,5
G03.02.012.006,Fugendichtung,5
G03.02.012.007,Befestigung,5
G03.02.012.008,Oberflächenbehandlung,5
G03.02.013,Kunststein,4
G03.02.013.001,Wandbekleidung,5
G03.02.013.002,Abdichtung,5
G03.02.013.003,Grundbeschichtung,5
G03.02.013.004,Trennschicht,5
G03.02.013.005,Anschluss,5
G03.02.013.006,Fugendichtung,5
G03.02.013.007,Befestigung,5
G03.02.013.008,Oberflächenbehandlung,5
G04,Deckenbekleidung,2
G04.01,Unterkonstruktion zu Deckenbekleidung,3
G04.01.000,Unterkonstruktion zu Deckenbekleidung,4
G04.01.000.000,Unterkonstruktion zu Deckenbekleidung,5
G04.01.000.001,Tragschicht,5
G04.01.000.002,Abdichtung,5
G04.01.000.003,Beschichtung,5
G04.01.000.004,Oberflächenbehandlung,5
G04.01.000.005,Dämmung,5
G04.01.000.006,Befestigung,5
G04.01.001,Grundputz,4
G04.01.001.001,Tragschicht,5
G04.01.001.002,Abdichtung,5
G04.01.001.003,Beschichtung,5
G04.01.002,Unterkonstruktion aus Holz oder Holzwerkstoffen,4
G04.01.002.001,Tragschicht,5
G04.01.002.002,Abdichtung,5
G04.01.002.003,Beschichtung,5
G04.01.002.004,Oberflächenbehandlung,5
G04.01.002.005,Dämmung,5
G04.01.002.006,Befestigung,5
G04.01.003,Unterkonstruktion aus Gipsbauplatten,4
G04.01.003.001,Tragschicht,5
G04.01.003.002,Abdichtung,5
G04.01.003.003,Beschichtung,5
G04.01.003.004,Oberflächenbehandlung,5
G04.01.003.005,Dämmung,5
G04.01.003.006,Befestigung,5
G04.01.004,Unterkonstruktion aus Metall,4
G04.01.004.001,Tragschicht,5
G04.01.004.002,Abdichtung,5
G04.01.004.003,Beschichtung,5
G04.01.004.004,Oberflächenbehandlung,5
G04.01.004.005,Dämmung,5
G04.01.004.006,Befestigung,5
G04.01.005,Deckendämmung,4
G04.01.005.001,Tragschicht,5
G04.01.005.002,Abdichtung,5
G04.01.005.003,Beschichtung,5
G04.01.005.004,Oberflächenbehandlung,5
G04.01.005.006,Befestigung,5
G04.02,Deckenbekleidung,3
G04.02.000,Deckenbekleidung,4
G04.02.000.000,Deckenbekleidung,5
G04.02.000.001,Deckenbekleidung,5
G04.02.000.002,Abdichtung,5
G04.02.000.003,Grundbeschichtung,5
G04.02.000.004,Trennschicht,5
G04.02.000.005,Anschluss,5
G04.02.000.006,Fugendichtung,5
G04.02.000.007,Befestigung,5
G04.02.000.008,Oberflächenbehandlung,5
G04.02.001,Weissputz,4
G04.02.001.001,Deckenbekleidung,5
G04.02.001.002,Abdichtung,5
G04.02.001.003,Grundbeschichtung,5
G04.02.001.004,Trennschicht,5
G04.02.001.005,Anschluss,5
G04.02.001.006,Fugendichtung,5
G04.02.002,Mineralischer Deckputz,4
G04.02.002.001,Deckenbekleidung,5
G04.02.002.002,Abdichtung,5
G04.02.002.003,Grundbeschichtung,5
G04.02.002.004,Trennschicht,5
G04.02.002.005,Anschluss,5
G04.02.002.006,Fugendichtung,5
G04.02.002.008,Oberflächenbehandlung,5
G04.02.003,Kunststoff-Deckputz,4
G04.02.003.001,Deckenbekleidung,5
G04.02.003.002,Abdichtung,5
G04.02.003.003,Grundbeschichtung,5
G04.02.003.004,Trennschicht,5
G04.02.003.005,Anschluss,5
G04.02.003.006,Fugendichtung,5
G04.02.003.008,Oberflächenbehandlung,5
G04.02.004,Silicatdeckputz,4
G04.02.004.001,Deckenbekleidung,5
G04.02.004.002,Abdichtung,5
G04.02.004.003,Grundbeschichtung,5
G04.02.004.004,Trennschicht,5
G04.02.004.005,Anschluss,5
G04.02.004.006,Fugendichtung,5
G04.02.004.008,Oberflächenbehandlung,5
G04.02.005,Spachtelung,4
G04.02.005.001,Deckenbekleidung,5
G04.02.005.002,Abdichtung,5
G04.02.005.003,Grundbeschichtung,5
G04.02.005.005,Anschluss,5
G04.02.005.006,Fugendichtung,5
G04.02.005.008,Oberflächenbehandlung,5
G04.02.006,Tapete,4
G04.02.006.001,Deckenbekleidung,5
G04.02.006.002,Abdichtung,5
G04.02.006.003,Grundbeschichtung,5
G04.02.006.005,Anschluss,5
G04.02.006.008,Oberflächenbehandlung,5
G04.02.007,Beschichtung,4
G04.02.007.001,Deckenbekleidung,5
G04.02.007.002,Abdichtung,5
G04.02.007.003,Grundbeschichtung,5
G04.02.007.004,Trennschicht,5
G04.02.007.005,Anschluss,5
G04.02.007.006,Fugendichtung,5
G04.02.007.008,Oberflächenbehandlung,5
G04.02.008,Plattenbelag,4
G04.02.008.001,Deckenbekleidung,5
G04.02.008.002,Abdichtung,5
G04.02.008.003,Grundbeschichtung,5
G04.02.008.005,Anschluss,5
G04.02.008.006,Fugendichtung,5
G04.02.008.008,Oberflächenbehandlung,5
G04.02.009,Holz oder Holzwerkstoffe,4
G04.02.009.001,Deckenbekleidung,5
G04.02.009.002,Abdichtung,5
G04.02.009.003,Grundbeschichtung,5
G04.02.009.005,Anschluss,5
G04.02.009.006,Fugendichtung,5
G04.02.009.007,Befestigung,5
G04.02.009.008,Oberflächenbehandlung,5
G04.02.010,Metall,4
G04.02.010.001,Deckenbekleidung,5
G04.02.010.002,Abdichtung,5
G04.02.010.003,Grundbeschichtung,5
G04.02.010.005,Anschluss,5
G04.02.010.006,Fugendichtung,5
G04.02.010.007,Befestigung,5
G04.02.010.008,Oberflächenbehandlung,5
G04.02.011,Kunststoff,4
G04.02.011.001,Deckenbekleidung,5
G04.02.011.002,Abdichtung,5
G04.02.011.003,Grundbeschichtung,5
G04.02.011.005,Anschluss,5
G04.02.011.006,Fugendichtung,5
G04.02.011.007,Befestigung,5
G04.02.011.008,Oberflächenbehandlung,5
G04.02.012,Naturstein,4
G04.02.012.001,Deckenbekleidung,5
G04.02.012.002,Abdichtung,5
G04.02.012.003,Grundbeschichtung,5
G04.02.012.004,Trennschicht,5
G04.02.012.005,Anschluss,5
G04.02.012.006,Fugendichtung,5
G04.02.012.007,Befestigung,5
G04.02.012.008,Oberflächenbehandlung,5
G04.02.013,Kunststein,4
G04.02.013.001,Deckenbekleidung,5
G04.02.013.002,Abdichtung,5
G04.02.013.003,Grundbeschichtung,5
G04.02.013.004,Trennschicht,5
G04.02.013.005,Anschluss,5
G04.02.013.006,Fugendichtung,5
G04.02.013.007,Befestigung,5
G04.02.013.008,Oberflächenbehandlung,5
G05,"Einbauten, Schutzeinrichtung zu Ausbau",2
G05.01,"Einbauschrank, Regal, Ablage",3
G05.01.000,"Einbauschrank, Regal, Ablage",4
G05.01.000.000,"Einbauschrank, Regal, Ablage",5
G05.01.000.001,Möbel,5
G05.01.000.002,Befestigung,5
G05.01.000.003,Oberflächenbehandlung,5
G05.01.000.004,Beschlag,5
G05.01.000.005,Schliessanlage,5
G05.01.001,Einbauschrank,4
G05.01.001.001,Möbel,5
G05.01.001.002,Befestigung,5
G05.01.001.003,Oberflächenbehandlung,5
G05.01.001.004,Beschlag,5
G05.01.001.005,Schliessanlage,5
G05.01.002,Theke,4
G05.01.002.001,Möbel,5
G05.01.002.002,Befestigung,5
G05.01.002.003,Oberflächenbehandlung,5
G05.01.002.004,Beschlag,5
G05.01.002.005,Schliessanlage,5
G05.01.003,Regal,4
G05.01.003.001,Möbel,5
G05.01.003.002,Befestigung,5
G05.01.003.003,Oberflächenbehandlung,5
G05.01.004,Garderobe,4
G05.01.004.001,Möbel,5
G05.01.004.002,Befestigung,5
G05.01.004.003,Oberflächenbehandlung,5
G05.01.004.004,Beschlag,5
G05.01.004.005,Schliessanlage,5
G05.01.005,Eingebautes Sitzmöbel,4
G05.01.005.001,Möbel,5
G05.01.005.002,Befestigung,5
G05.01.005.003,Oberflächenbehandlung,5
G05.02,Einbauküche,3
G05.02.000,Einbauküche,4
G05.02.000.000,Einbauküche,5
G05.02.000.001,Küchenelement,5
G05.02.000.002,Befestigung,5
G05.02.000.003,Oberflächenbehandlung,5
G05.02.000.004,Montage,5
G05.02.000.005,Installation,5
G05.02.000.006,Beschlag,5
G05.02.001,Möbel,4
G05.02.001.001,Küchenelement,5
G05.02.001.002,Befestigung,5
G05.02.001.003,Oberflächenbehandlung,5
G05.02.001.004,Montage,5
G05.02.001.006,Beschlag,5
G05.02.002,Abdeckung,4
G05.02.002.001,Küchenelement,5
G05.02.002.002,Befestigung,5
G05.02.002.003,Oberflächenbehandlung,5
G05.02.002.004,Montage,5
G05.02.003,Gerät,4
G05.02.003.001,Küchenelement,5
G05.02.003.002,Befestigung,5
G05.02.003.004,Montage,5
G05.02.003.005,Installation,5
G05.02.004,Apparat,4
G05.02.004.001,Küchenelement,5
G05.02.004.002,Befestigung,5
G05.02.004.004,Montage,5
G05.02.004.005,Installation,5
G05.02.005,Armatur,4
G05.02.005.001,Küchenelement,5
G05.02.005.002,Befestigung,5
G05.02.005.004,Montage,5
G05.02.006,Zubehör,4
G05.02.006.001,Küchenelement,5
G05.03,Innerer Fensterausbau,3
G05.03.000,Innerer Fensterausbau,4
G05.03.000.000,Innerer Fensterausbau,5
G05.03.000.001,Fensterelement,5
G05.03.000.002,Beschichtung,5
G05.03.000.003,Fugendichtung,5
G05.03.000.004,Ausgleichsschicht,5
G05.03.001,Vorhangbrett,4
G05.03.001.001,Fensterelement,5
G05.03.001.002,Beschichtung,5
G05.03.001.003,Fugendichtung,5
G05.03.002,Sims,4
G05.03.002.001,Fensterelement,5
G05.03.002.002,Beschichtung,5
G05.03.002.003,Fugendichtung,5
G05.03.002.004,Ausgleichsschicht,5
G05.03.003,Leibungsfutter,4
G05.03.003.001,Fensterelement,5
G05.03.003.002,Beschichtung,5
G05.03.003.003,Fugendichtung,5
